ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Value,Price,Annex,Total,overun_%,clean_overun_%
2785,PRISHTINè,Supply,"1, 2",53,"Rregullimi I ujesjellesit ne shkollen fillore ""Emin Duraku""",2010,RAKETA,Prishtine,25-May-10,3500,2662.5,Not Provided,2662.5,-0.24,-0.24
2786,FERIZAJ,Jobs,1,48,"Rregulli i dritareve dhe nxemjes ne shkollen fillore ÒBilall ShalaÓ ne fshatin Lloshkobare, Komuna Ferizaj.",2014,AR DRITI NTSH,Ferizaj,6-Jun-14,50000,37997,Not Provided,37997,-0.24,-0.24
2787,PRISHTINè,Jobs,2,57,Rregullimi I vendeve te kontejnereve,2012,NDERTIMTARI,Podujeve,11-Jun-12,60000,45553.11,Not Provided,45553.11,-0.24,-0.24
2788,FERIZAJ,Jobs,2,165,Asfaltimi i rruges ne Talinoc te Jerlive - projekt dyvjeqar.,2013,STRASSEN & TIEFBAU NNP,Ferizaj,26-Nov-13,65000,49303.2,Not Provided,49303.2,-0.24,-0.24
2789,PRISHTINè,Jobs,2,50,Ndertimi I shkolles Ali Kelmendi ne Barileve,2012,OLTI TRASING,Prishtine,29-Jun-12,1000000,758473.94,Not Provided,758473.94,-0.24,-0.24
2790,PRISHTINè,Jobs,2,160,Rregullimi dhe ndertimi i tregut te kombinuar - faza e II-te,2013,EUROPA PARTNERS,Prishtine,22-Nov-13,150000,113662.3,0,113662.3,-0.24,-0.24
2791,PRISHTINè,Jobs,Unknown,37,Ndarja e zyres se plani0f. ne katin e dhe hapes. pale ne katin perdhese ne Komunen e re,2014,BREZI KUFITAR,Podujeve,6-Jun-14,10000,7575.22,Not Provided,7575.22,-0.24,-0.24
2792,PRISHTINè,Jobs,"1, 2",40,Asfaltimi I rruges ne Trude,2010,ALKO IMPEX,Prishtine,25-May-10,200000,151265.92,Not Provided,151265.92,-0.24,-0.24
2793,PRISHTINè,Services,2,11,Hartimi I projekteve kryesore per disa rruge rurale,2011,3D PROJEKT,Prishtine,21-Apr-11,25000,18900,Not Provided,18900,-0.24,-0.24
2794,PRISHTINè,Services,2,21,Hartimi I planit rregullues prishtina ne Zona Perendim,2012,APE & IVANISIN KA,Prishtine,23-Jan-12,100000,75600,Not Provided,75600,-0.24,-0.24
2795,PRISHTINè,Jobs,Unknown,178,Rindertimi i rrugeve me asfalt dhe kubeza ne lagjen Mat,2014,ESKAVATORI COMPANY,Ferizaj,7-Mar-14,200000,151002,Not Provided,151002,-0.24,-0.24
2796,VITI,Jobs,Unknown,56,Ndertimi i urave ne fshatin Zhiti,2011,ENGRUP SHPK,Prishtine,21-Oct-11,10000,7548.86,0,7548.86,-0.25,-0.25
2797,PRISHTINè,Jobs,2,85,Ndertimi i disa rrugeve ne Hajvali dhe Tasligje,2013,GèRLICA COMPANY SHPK,Ferizaj,19-Jul-13,100702,76000,0,76000,-0.25,-0.25
2798,PRISHTINè,Design Contest,Unknown,10,Hartimi I projektit te pllatos te Kurrizi ne lagjen Dardania,2014,SMART PROJEKT,Prishtine,10-Jul-14,15000,11320,Not Provided,11320,-0.25,-0.25
2799,PRISHTINè,Jobs,2,110,Rikonstruimi dhe gelqerosja e disa shkollave - grupi i pare-pjesa e III-te,2013,REXHA,Prishtine,22-Jul-13,114666,86512,0,86512,-0.25,-0.25
2800,PRISHTINè,Supply,Unknown,96,Furnizimi me qumesht UHT per punetoret e Arkivit te Komunes dhe Brigaden e Zjarrefikesve,2014,DEVOLLI,Prishtine,14-Oct-14,30000,22629.37,Not Provided,22629.37,-0.25,-0.25
2801,PRISHTINè,Services,Unknown,205,"Dekorimi I sheshit "" Ibrahim Rugova "", "" Bulevardi Nena Terez "" dhe "" Zahir Pajaziti "" per vitn 2015",2014,PERLA EVENTS,Prishtine,23-Dec-14,10000,7537.9,Not Provided,7537.9,-0.25,-0.25
2802,GJAKOVè,Jobs,2,18,ÒNdertimi i lapidarit te lirise ne parkun e qytetitÓ,2014,ROMA 1 & 2K-PLUS,Gjakove,11-Jul-14,76572.3,57515.57,Not Provided,57515.57,-0.25,-0.25
2803,PRISHTINè,Services,2,207,Ndryshimi dhe plotesimi i planit rregullativ ne lagjen Arberia 3,2013,URBAN PLUS NPSH,Prishtine,7-Mar-13,47000,35280,0,35280,-0.25,-0.25
2804,PRISHTINè,Jobs,2,89,Mirembajtja verore e rrugeve rurale,2013,DARDANIA,Prishtine,11-Jun-13,80000,60025,0,60025,-0.25,-0.25
2805,PRISHTINè,Jobs,2,43,"Fasadimi I ndertesave ne rrugen ""A Ramadani"", ""Q. Hogja""dhe ""T Ismaili""",2011,BENI CONSTRUCTION NN,Viti,26-Apr-11,200000,150042.4,Not Provided,150042.4,-0.25,-0.25
2806,PRISHTINè,Jobs,2,48,Mirembajtja e siperfaqeve gjelbruese,2011,HORTIKULTURA,Prishtine,31-Mar-11,600000,450000,Not Provided,450000,-0.25,-0.25
2807,PRISHTINè,Supply,2,73,Furnizimi I byfese me mallra - kornize,2011,BINA COM,Prishtine,30-Jun-11,20000,15000,Not Provided,15000,-0.25,-0.25
2808,FERIZAJ,Services,Unknown,64,Trajtimi qeneve endacak-Ferizaj.,2014,VETERINA FARM NSH,Ferizaj,15-Jul-14,20000,15000,Not Provided,15000,-0.25,-0.25
2809,GJAKOVè,Jobs,1,43,ÒNdertimi i AMF-se ne fshatin RamocÓ,2013,KORBEN,Gjakove,13-Sep-13,53373.53,40026.15,Not Provided,40026.15,-0.25,-0.25
2810,PRISHTINè,Supply,2,246,Furnizimi me material didaktik per Institucionet Parashkollore,2012,KGT,Prishtine,4-Jan-12,25000,18735.34,Not Provided,18735.34,-0.25,-0.25
2811,PRISHTINè,Services,Unknown,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 5,2014,INFRA PLUS,Prishtine,1-Jul-14,4600,3446.6,Not Provided,3446.6,-0.25,-0.25
2812,VITI,Jobs,Unknown,12,"Rregullimi i rrethojave te shkollave fillore:Fshati Ri, Qifllak dhe Sllatina e Eperme",2012,SHKèLQIMI PROJEKT,Viti,21-May-12,35000,26221.38,0,26221.38,-0.25,-0.25
2813,VITI,Jobs,Unknown,23,Ndertimi i fushes sportive dhe stazes se vrapimit ne fshatin Skifteraj,2014,ATC COM NNP,Kacanik,6-Jun-14,36000,26961,0,26961,-0.25,-0.25
2814,PRISHTINè,Jobs,2,177,"Rregullimi i oborrit te shkolles ""Nexhmi Mustafa"" - Besi - PNF Prugovc",2012,GASHI ING,Suhareke,18-Oct-12,70000,52396,Not Provided,52396,-0.25,-0.25
2815,HANI I ELEZIT,Supply,2,13,Furnizimi me gypa te ujesjellsit dhe montimi I I tyre ne ujesjellsin e qytetit,2011,BERISHA COMPANY SHA,Ferizaj,7-Jun-11,3000,2244,0,2244,-0.25,-0.25
2816,PRISHTINè,Jobs,"1, 2",169,Ndertimi I trafostacionit ne Bardhosh,2010,MONTEN,Prishtine,6-Sep-10,30000,22438,Not Provided,22438,-0.25,-0.25
2817,PRISHTINè,Jobs,2,28,Sanimi I gropave ne rruget e qytetit,2011,STRASSEN & TIEFBAU NNP,Ferizaj,21-Apr-11,300000,224095,Not Provided,224095,-0.25,-0.25
2818,FERIZAJ,Jobs,1,52,"Ndertimi i salles se edukates fizike ne sh.f.""Tefik ‚anga"" ne Ferizaj",2014,Û$ COMERCE NTSH,Ferizaj,18-Jun-14,250000,186745.45,Not Provided,186745.45,-0.25,-0.25
2819,VITI,Supply,Unknown,12,Furnizim me autovetura,2011,PORSHE KOSOVA,Ferizaj,9-Jun-11,40000,29875,0,29875,-0.25,-0.25
2820,PRISHTINè,Supply,2,212,Furnizimi me material higjenik dhe edukativ per I. Parashkollore - Pj. II-te,2012,KGT,Prishtine,14-Dec-12,30000,22398.9,Not Provided,22398.9,-0.25,-0.25
2821,FERIZAJ,Jobs,2,99,"Rregullimi i kulmit dhe nxemjes qendrore ne shkollen fillore ne Fshatin Koshare, Komuna Ferizaj",2012,AR DRITI NTSH,Ferizaj,7-Aug-12,39000,29112.81,0,29112.81,-0.25,-0.25
2822,FERIZAJ,Jobs,Unknown,81,Asfaltimi I rruges kryesore ne f.Cernille,2014,STRASSEN & TIEFBAU NNP,Ferizaj,12-Aug-14,45000,33586.65,Not Provided,33586.65,-0.25,-0.25
2823,PRISHTINè,Jobs,2,70,Mirembajtja e ndriqimit publik ne rruget e Prishtines - pjesa e I-re,2012,MVR ELEKTRO-ELEN,Prishtine,30-Jul-12,70000,52242.5,Not Provided,52242.5,-0.25,-0.25
2824,PRISHTINè,Jobs,2,158,"Rikonstruimi i rrugeve H.Abdullahu, F.Draga, dhe M. Kukullari",2013,ALCON,Prishtine,18-Oct-13,272000,202579.3,0,202579.3,-0.26,-0.26
2825,PRISHTINè,Jobs,2,101,Ndertimi I shkolles ne fshatin Llajshec,2011,BENI CONSTRUCTION NN,Viti,15-Jul-11,160000,119156.28,Not Provided,119156.28,-0.26,-0.26
2826,PRISHTINè,Supply,2,124,Furnizimi me inventar per shkolla,2013,DUGLAS,Podujeve,14-Aug-13,300000,223334.7,0,223334.7,-0.26,-0.26
2827,PRISHTINè,Supply,Unknown,52,Furnizimi me material stomatologjik-LOT 1,2014,KOSLABOR,Suhareke,1-Dec-14,81315.6,60511,Not Provided,60511,-0.26,-0.26
2828,VITI,Services,Unknown,66,Shtrirja e rrjetit gjeodezik,2011,GEO MAP,Prishtine,8-Nov-11,25000,18603,0,18603,-0.26,-0.26
2829,FERIZAJ,Services,"1, 2",82,Hartimi i strategjise se Zhvillimit Ekonomik,2012,UBT SHPK,Prishtine,25-Jul-12,60000,44618,0,44618,-0.26,-0.26
2830,FERIZAJ,Jobs,Unknown,110,Ndertimi I 5(pese) shtepiveper raste sociale,2014,EURO BETON NPT,Ferizaj,8-Oct-14,86070.96,63939.6,Not Provided,63939.6,-0.26,-0.26
2831,HANI I ELEZIT,Services,"1, 2",24,Furnizimi dhe montimi i pusetave ne rrugen e fsh.PaldenicÌÇ,2013,ESKAVATORI SHPK,Ferizaj,17-Jul-13,2000,1485,Not Provided,1485,-0.26,-0.26
2832,VITI,Supply,Unknown,60,Furnizimi me kompjutera dhe pajisje tjera,2014,COMTRADE COMPUTER,Prishtine,24-Sep-14,9900,7346,0,7346,-0.26,-0.26
2833,GJAKOVè,Supply,2,20,ÒDigjitalizimi i Administrates Komunale Pj.I-re:Furnizim me kamera mbikqyrese Ó,2014,E-CONECT,Prishtine,11-Jul-14,7402,5491.42,Not Provided,5491.42,-0.26,-0.26
2834,PRISHTINè,Jobs,Unknown,102,Punimi I rrethojes dhe gardhit te shkalleve ne stadionin e qytetit te Prishtines,2014,GLOBAL ING,Podujeve,1-Sep-14,9925,7360,Not Provided,7360,-0.26,-0.26
2835,PRISHTINè,Jobs,2,93,Ndertimi i ambulantes shendetsore ne Keqekolle,2013,DEKOR,Podujeve,20-Jun-13,150000,111197.71,0,111197.71,-0.26,-0.26
2836,FERIZAJ,Jobs,1,27,LOT-III- Rregullimi i nxemjes qendrore ne Sh.F. ÒLiman RekaÓ Surqine.,2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,15000,11115,Not Provided,11115,-0.26,-0.26
2837,FERIZAJ,Supply,"1, 2",7,"Furnizimi me material shpenzues per nevojat e Administrates Komunale, shkollave, QKMF, QPS dhe BZ ne Ferizaj",2013,PRO MIX NPT,Ferizaj,19-Feb-13,70000,51776.3,0,51776.3,-0.26,-0.26
2838,GJAKOVè,Jobs,1,22,"""Ndrtimi -Asfaltimi I rruges ne fshatin Dobrigje""",2013,JOOS KRASNIQI BAZE,Junik,13-Jun-13,259919.46,192176,Not Provided,192176,-0.26,-0.26
2839,PRISHTINè,Services,Unknown,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 4,2014,PRO ING,Prishtine,1-Jul-14,3300,2438,Not Provided,2438,-0.26,-0.26
2840,PRISHTINè,Services,2,37,Percaktimi i pjellorise se tokes,2012,AGRO VET,Fushe Kosove,19-Apr-12,40000,29525,Not Provided,29525,-0.26,-0.26
2841,PRISHTINè,Jobs,2,46,Ndertimi i shkolles ne Arberi,2013,REXHA,Prishtine,4-Sep-13,1000000,737832.96,0,737832.96,-0.26,-0.26
2842,HANI I ELEZIT,Services,1,27,"Projekti detal - rruga e te perndjekureve, projektimi I kanalizimit nga pompa Unio Comerce deri te gropa septike dhe disa matje gjeodezike per nevoja te komunes",2013,GEODATA NPSH,Kacanik,20-Sep-13,4000,2950,0,2950,-0.26,-0.26
2843,PRISHTINè,Services,2,214,Sherbimet e pastrimit te Objektit te Ri Komunal,2012,MSS,Prishtine,1-Feb-12,60000,44219.88,Not Provided,44219.88,-0.26,-0.26
2844,PRISHTINè,Jobs,2,33,"Mirembajtja dhe rregullimi i fontanave, krojeve dhe monumenteve",2013,C4A & DEKORI,Prishtine,3-Apr-13,40000,29405,0,29405,-0.26,-0.26
2845,PRISHTINè,Jobs,2,166,Zgjerimi i ndriqimit publik ne 3 fshatra dhe pastrimi i varrezave ortodokse,2013,ABB,Fushe Kosove,15-Nov-13,30000,22037,0,22037,-0.27,-0.27
2846,PRISHTINè,Services,"1, 2",57,"Hartimi I projekteve per rruget ""A.Krasniqi"" dhe ""E. Rexha""",2010,EN GROUP,Prishtine,25-May-10,20000,14691.18,Not Provided,14691.18,-0.27,-0.27
2847,PRISHTINè,Jobs,2,147,Ndertimi i rruges prej KFOR-it Suedez ne Hajvali deri te trafoja,2013,BAGERI NPSH,Ferizaj,4-Oct-13,141573,103971.5,0,103971.5,-0.27,-0.27
2848,PRISHTINè,Supply,2,216,Furnizimi me libra per Biblioteken e qytetit dhe shkollat e Prishtines,2012,ARTINI,Prishtine,19-Jul-12,45000,33030.01,Not Provided,33030.01,-0.27,-0.27
2849,HANI I ELEZIT,Supply,2,2,"Furnizim me material higjienik per administraten komunale, zjarrfiksat, shkollat, Agjensionin Pyjor Komunal dhe QKMF-Hani I Elezit",2013,ATLLAS NTP,Hani I Elezit,6-Mar-13,10000,7326.51,0,7326.51,-0.27,-0.27
2850,PRISHTINè,Jobs,2,73,Rindertimi i rrugeve ne lagjet Janina dhe Qendresa,2013,DIMI BAU,Lipjani,27-May-13,376000,275437,0,275437,-0.27,-0.27
2851,PRISHTINè,Supply,2,238,Furnizimi me material didaktik per shkolla,2012,KGT,Prishtine,28-May-12,50000,36624.58,Not Provided,36624.58,-0.27,-0.27
2852,PRISHTINè,Services,Unknown,22,Hartimi I projekteve per disa rruge ne fshatra te Komunes se Prishtines-Grupi I Dyte-LOT 7,2014,INFRA PLUS,Prishtine,1-Jul-14,2000,1462.5,Not Provided,1462.5,-0.27,-0.27
2853,PRISHTINè,Services,2,179,Mirembajtja dimrore e rrugeve rurale,2012,DARDANIA,Prishtine,2-Nov-12,100000,72886.25,Not Provided,72886.25,-0.27,-0.27
2854,PRISHTINè,Supply,2,195,Dekorimi I Qytetit per festat e fund vitit,2013,EL TRAFOMONT,Fushe Kosove,27-Nov-13,86200,62800,0,62800,-0.27,-0.27
2855,PRISHTINè,Jobs,2,23,"Ndertimi I rruges "" Rimanishte"" -Siceve -faza e pare",2011,REXHA,Prishtine,18-Apr-11,100000,72826.86,Not Provided,72826.86,-0.27,-0.27
2856,FERIZAJ,Supply,1,32,Furnizimi I fermereve me fidane te vishnjeve,2013,BESJANA G,Ferizaj,22-Apr-13,25000,18200,Not Provided,18200,-0.27,-0.27
2857,PRISHTINè,Jobs,2,92,Rregullimi i oborrit te dhkolles fillore Hasan Prishtina,2013,EING COM&LONI,Prishtine,24-Jun-13,60000,43676.21,0,43676.21,-0.27,-0.27
2858,PRISHTINè,Jobs,2,104,Mirembajtja verore e rrugeve rurale,2012,DARDANIA,Prishtine,6-Aug-12,70000,50925,Not Provided,50925,-0.27,-0.27
2859,PRISHTINè,Supply,2,234,Ri instalimi i ormaneve te ndricimit publik ne qytetitn e Prishtines viti 2013,2013,ELTRISI NTP,Prishtine,25-Jan-13,70000,50833,0,50833,-0.27,-0.27
2860,VITI,Services,Unknown,55,Mirmbajtja e pajisjeve kompjuterike,2013,PUNA,Viti,14-Nov-13,11000,7963,0,7963,-0.28,-0.28
2861,VITI,Supply,Unknown,37,Furnizimi me dru per djegje per nevojat e shkollave dhe QKMF-s,2014,BUJARI & KEMI,Viti,15-Sep-14,115000,83200,0,83200,-0.28,-0.28
2862,GJAKOVè,Jobs,1,42,ÒNdertimi i AMF-se ne fshatin Novoselle e Ulet Ó,2013,KORBEN,Gjakove,13-Sep-13,53373.53,38607.05,Not Provided,38607.05,-0.28,-0.28
2863,FERIZAJ,Jobs,1,25,"Rregullimi i nxemjeve qendrore ne tri shkollat e Komunes se Ferizajt.
LOT-I- Rregullimi i nxemjes qendrore ne Sh.F. ÒIsmajl QemaliÓ Prelez i Jerlive.",2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,16342,11799,Not Provided,11799,-0.28,-0.28
2864,PRISHTINè,Jobs,2,115,"Kryerja e punimeve elektrike, ujesjellesit dhe ventilimit ne garazhat e zjarr.",2011,BREZI KUFITAR,Podujeve,25-Jul-11,15000,10810.42,Not Provided,10810.42,-0.28,-0.28
2865,VITI,Jobs,Unknown,24,NDèRTIMI I KANALIZIMIT DHE ASFALTIMI Nè RRUGèN SHEDRIF FRANGU DHE H.A.KORQA,2011,ENGRUP SHPK,Prishtine,15-Jul-11,50000,36000,0,36000,-0.28,-0.28
2866,GJAKOVè,Jobs,1,28,ÒRenovimi i nyjeve sanitare ne konviktin ÒS.StavileciÓ Ó,2014,VIZION PLUS,Gjakove,25-Jun-14,3800,2735,Not Provided,2735,-0.28,-0.28
2867,PRISHTINè,Jobs,2,111,Rregullimi i shtigjeve per kembesor ne parqet e Prishtines,2012,VAKAL,Podujeve,13-Aug-12,40000,28764,Not Provided,28764,-0.28,-0.28
2868,PRISHTINè,Jobs,"1, 2",74,Rregullimi i lokacionit per ndertimin e ambulances ne Sharban,2010,DKG,Prishtine,31-May-10,20000,14355.98,Not Provided,14355.98,-0.28,-0.28
2869,PRISHTINè,Supply,2,198,Shtrirja e rrjetit kompjuterik (Lag) ne Komunen e re - Drejtoria e Kadastrit,2012,ELTING ELETRONICS,Prishtine,23-Nov-12,15000,10719.16,Not Provided,10719.16,-0.29,-0.29
2870,HANI I ELEZIT,Services,1,39,Rregullimi i dhomÌÇs pÌÇr ngrohjen qendrore tÌÇ QKMF-sÌÇ Hani i Elezit,2014,KRAS SHPK,Hani I Elezit,4-Dec-14,3200,2286,0,2286,-0.29,-0.29
2871,HANI I ELEZIT,Services,2,12,"Sigurimi dhe regjistrimi I veturave te Administrates, QKMF-se dhe Sherbimit te Zjarrfiksave - kontratÌÇ 1 vjeÌ_are",2013,ELSIG,Prishtine,24-Jun-13,5000,3569.81,0,3569.81,-0.29,-0.29
2872,VITI,Jobs,Unknown,28,Ndertimi i katit te dyte i shkolles fillore ne fshatin Ramjan,2011,ANRA SHPK,Prishtine,12-Jul-11,50000,35689.29,0,35689.29,-0.29,-0.29
2873,PRISHTINè,Jobs,2,185,"renovimi I zhveshtores, strehimores Bajram Curri dhe WC publike",2013,ZHVILLIMI & LLAMAR,Podujeve,26-Nov-13,80000,57080.8,0,57080.8,-0.29,-0.29
2874,VITI,Jobs,Unknown,52,Meremetimet ne objektin e QKMF-s ne Viti,2014,PRO&CO GROUP,Viti,9-Oct-14,13752,9800,0,9800,-0.29,-0.29
2875,PRISHTINè,Supply,2,170,Furnizimi dhe montimi I xhamave per shkollat e Komunes se Prishtines,2011,FLLOT,Prishtine,5-Oct-11,40000,28500,Not Provided,28500,-0.29,-0.29
2876,PRISHTINè,Jobs,2,29,"Ndertimi I pjeses te rruges ""N.Perlleshi""prej rruges"" M.Fejza "" deri te QMF",2011,INTEGRAL MILENIUM,Prishtine,12-May-11,200000,142191.91,Not Provided,142191.91,-0.29,-0.29
2877,PRISHTINè,Services,2,12,"Hartimi I projektit te rrugeve ""M.Fejza"" dhe ""Trepca""",2011,AKHM PROJEJ,Prishtine,20-Jun-11,20000,14200,Not Provided,14200,-0.29,-0.29
2878,PRISHTINè,Services,2,19,Hartimi I planit rregullues Prishtina ne Zona Qender,2012,INTECH,Prishtine,23-Jan-12,100000,70920,Not Provided,70920,-0.29,-0.29
2879,FERIZAJ,Jobs,Unknown,80,Asfaltimi I rruges ne f.Varosh L.Xhamise,2014,KOSOVA ASFALT NTS,Ferizaj,12-Aug-14,65000,46067.6,Not Provided,46067.6,-0.29,-0.29
2880,PRISHTINè,Supply,2,202,Dekorimi i qytetit per festat e fund vitit,2012,EL TRAFOMONT,Prishtine,21-Nov-12,60000,42400,Not Provided,42400,-0.29,-0.29
2881,FERIZAJ,Jobs,1,58,Asfaltimi-vazhdimi i rruges kryesore ne fsh. Papaz-Ferizaj.,2014,RAHOVICA COMERC NTP,Ferizaj,30-Jun-14,65000,45790.36,Not Provided,45790.36,-0.3,-0.3
2882,GJAKOVè,Jobs,1,67,ÒNdertimi _ asfaltimi i rruges Pjetershan _ Kusar Ó,2013,EUROASPHALT,Gjakove,11-Dec-13,142118.16,99916.92,Not Provided,99916.92,-0.3,-0.3
2883,GJAKOVè,Jobs,1,28,"""Ndertimi-Asfaltimi i rruges lokale ne fshatin Smolice""",2012,EUROASPHALT,Marmull,12-Jun-12,139739.6,98010.02,Not Provided,98010.02,-0.3,-0.3
2884,PRISHTINè,Jobs,2,158,Riinstalimi i ormaneve te ndricimit,2012,ELTRISI NTP,Prishtine,27-Sep-12,45000,31552.6,Not Provided,31552.6,-0.3,-0.3
2885,PRISHTINè,Jobs,2,37,Sanimi i gropave ne qytetin e Prishtines,2013,STRASSEN & TIEFBAU NNP,Ferizaj,19-Mar-13,350000,245385,0,245385,-0.3,-0.3
2886,PRISHTINè,Jobs,Unknown,158,"Asf.I rr.dhe ndert. I murit mbrojts ne Berbatovc ,asf. ne Besi, trotuari nef. Miloshev-Prugovc-PR",2014,ABC & VIZION PROJEKT,Podujeve,8-Dec-14,250276.57,175447.04,Not Provided,175447.04,-0.3,-0.3
2887,VITI,Jobs,Unknown,37,Asfaltimi i rruges Viti _ Pozheran ( Ura e Kurteshit),2012,ZUKA COMERCE SHPK,Gjilan,16-Jul-12,410000,287090.92,0,287090.92,-0.3,-0.3
2888,HANI I ELEZIT,Services,3,20,Projektimi detal I rruges Uji I Tharte - Pustenik dhe kanalizimi I prroit te Dimces,2011,ASH NEW AREA,Prishtine,19-Jul-11,5000,3500,0,3500,-0.3,-0.3
2889,PRISHTINè,Supply,2,3,"Furnizimi me shujta dhe uje te pijes per trajnime, teste dhe nevoja tjera",2012,BENI DONA PLAST,Prishtine,30-Jan-12,10000,7000,Not Provided,7000,-0.3,-0.3
2890,PRISHTINè,Services,2,38,Ofrimi I sherbimeve te mbikqyrjes dhe pranimit teknike te proj. te Komunes,2012,INTECH,Prishtine,29-Jun-12,100000,70000,Not Provided,70000,-0.3,-0.3
2891,GJAKOVè,Supply,2,7,"""Furnizimi me tavoline pune dhe rafta""",2014,ARDI CONSTRUCT,Gjakove,8-Apr-14,1900,1330,Not Provided,1330,-0.3,-0.3
2892,GJAKOVè,Jobs,3,44,ÒNdertimi-asfaltimi i rruges Lugu i Vades _ Dol Ó,2013,EUROASPHALT,Gjakove,27-Aug-13,163173.44,114214.79,Not Provided,114214.79,-0.3,-0.3
2893,GJAKOVè,Jobs,1,43,ÒRenovimi i objektit te QKMF _ se ne Gjakove _(Faza B) Ó,2014,ALBI COMPANY,Rahovec,8-Sep-14,68185.5,47523.26,Not Provided,47523.26,-0.3,-0.3
2894,PRISHTINè,Supply,2,10,Furnizimi dhe montimi I nje ashensori hidraulik per 5 stacione,2012,EJONA,Peje,26-Mar-12,30000,20892,Not Provided,20892,-0.3,-0.3
2895,PRISHTINè,Supply,2,232,Stolisja e qytetit per festat e fund vitit,2011,LINK MEDIA PLUS,Prishtine,25-Nov-11,50000,34788,Not Provided,34788,-0.3,-0.3
2896,GJAKOVè,Supply,3,51,ÒFurnizimi dhe montimi i trafos ne fshatin MeqeÓ,2013,LINDI,Prishtine,14-Oct-13,14239,9890,Not Provided,9890,-0.31,-0.31
2897,GJAKOVè,Supply,1,55,ÒFurnizim mesperkates _ turbo atomizer me sperkates flutur dhe sperkatese horizontale 8mÓ,2014,HAXHIJAHA,Rahovec,18-Nov-14,15000,10400,Not Provided,10400,-0.31,-0.31
2898,PRISHTINè,Jobs,Unknown,24,Ndertimi i rruges Bernice e eperme Sharban,2014,BAGERI NPSH,Ferizaj,26-May-14,907933,628046.64,Not Provided,628046.64,-0.31,-0.31
2899,PRISHTINè,Jobs,2,24,"Ndertimi i rrugeve , kanalizimeve urave ne Hajvali, Llukar dhe Keqekolle",2013,NOTI,Prishtine,10-Apr-13,275000,189905.2,0,189905.2,-0.31,-0.31
2900,GJAKOVè,Jobs,1,44,"""Ndertimi i QMF-se ""Qabrati"" """,2012,MAGG HOLDING,Prishtine,16-Jul-12,97818.52,67523.27,Not Provided,67523.27,-0.31,-0.31
2901,VITI,Services,Unknown,56,Transporti i nxenesve me aftesi te kufizuara ne relacionin Kllokot Prizeren dhe anasjelltas dhe Gjilan-Peje dhe anasjelltas,2012,MERKATORI SHA,Gjilan,7-Sep-12,8000,5520,0,5520,-0.31,-0.31
2902,VITI,Services,Unknown,39,Hartimi i Planit Rregullues Urban - Zona Veriore e qytetit te Vitise,2012,INSI SHPK,Prishtine,23-Oct-12,50000,34500,0,34500,-0.31,-0.31
2903,PRISHTINè,Jobs,Unknown,142,Ndertimi I kanalizimit fekal ne lagjen e Xhafolleve te fshatit Barileve,2014,G ENG & BLINAJA,Prishtine,17-Nov-14,178367.5,123057.6,Not Provided,123057.6,-0.31,-0.31
2904,PRISHTINè,Services,2,45,Hartimi i projekteve per ndertimin e rrugeve ne qytetin e Prishtines pj.IV-te,2013,PROJECT PLUS,Prishtine,2-Jul-13,16500,11383.5,0,11383.5,-0.31,-0.31
2905,HANI I ELEZIT,Supply,2,7,Furnizim me rrjet interneti dhe kablloviku per nevoja te Institucioneve te Hanit te Elezit - kontrate 1 vjecare,2014,ELEKTRA NTSH,Hani I Elezit,11-Apr-14,1500,1032.36,0,1032.36,-0.31,-0.31
2906,PRISHTINè,Services,2,35,"Hartimi I projektit per"" Prroin"" Prishtina nga Fusha e Pajtimit -malore",2011,PROING,Prishtine,21-Apr-11,35000,24080,Not Provided,24080,-0.31,-0.31
2907,VITI,Supply,Unknown,58,Furnizimi me kunora dhe buqeta lulesh,2014,DYLI MERMER,Viti,26-Sep-14,2000,1375,0,1375,-0.31,-0.31
2908,FERIZAJ,Services,Unknown,139,Furnizim me lende djegese-Thengjill,2014,GRESA COMERC,Prizren,11-Nov-14,69000,47428,Not Provided,47428,-0.31,-0.31
2909,PRISHTINè,Jobs,Unknown,21,Rregullimi I shtratit te lumit Prishtina-faza e pare Fushe e Pajtimit-Makovc,2014,REXHA,Prishtine,26-May-14,580000,398401.78,Not Provided,398401.78,-0.31,-0.31
2910,PRISHTINè,Jobs,2,134,Ndertimi i rrethrrotullimit ne dalje te Prishtines - pjesa e II-re,2012,BECON JAHA CO,Prishtine,10-Oct-12,1000000,686754.65,Not Provided,686754.65,-0.31,-0.31
2911,FERIZAJ,Jobs,"1, 2, 3",98,Asfaltimi i 12 (dymbedhjete) rrugeve ne Ferizaj LOT-I-,2011,BAGERI NPSH,Ferizaj,2-Aug-11,100000,68604.8,0,68604.8,-0.31,-0.31
2912,PRISHTINè,Services,Unknown,34,Hartimi I disa projekteve infrastrukturore ne fshatrat e Prishtines-LOT 2,2014,VIJA COM,Prishtine,15-Jul-14,1500,1027,Not Provided,1027,-0.32,-0.32
